id,customerName,poNo,product,cost,sourcePage
PRI-0598,Karadoc Logistics Hub Pty Ltd,,HF 845FG 15L ($9.36 p/L) Boiler,$140.40,26
PRI-0599,Karadoc Logistics Hub Pty Ltd,,Softener Salt (Per Pallet only),$0.68,26
PRI-0600,Kinross Farm,,HF 690 (25L),$78.75,26
PRI-0601,Kinross Farm,0,HF 740 (110L),$269.50,26
PRI-0602,Kinross Farm,0,HF 740 (15L),$36.75,26
PRI-0603,Kisaan,0,HF 230 (15Lt),$150.00,26
PRI-0604,Kisaan,0,HF 830 (15Lt),$75.00,26
PRI-0605,Kisaan,0,HF 845FG (15Lt),$105.00,26
PRI-0606,Kisaan,0,Softener Salt 15Kg bag,$12.00,26
PRI-0607,Knight Frank - 99 King Street (Citic House),0,HF 510 (15L),$144.00,26
PRI-0608,Knight Frank - 99 King Street (Citic House),0,HF 558 (20L),$389.50,26
PRI-0609,Labelmakers Group Pty Ltd,0,HF 563,$0.00,27
PRI-0610,Labelmakers Group Pty Ltd,0,HF133 (20L),$256.00,27
PRI-0611,Labelmakers Group Pty Ltd,0,HF275 (20L),$322.00,27
PRI-0612,Labelmakers Group Pty Ltd,0,HF410 (20KG),$164.00,27
PRI-0613,Labelmakers Group Pty Ltd,0,HF538 (20L),$225.00,27
PRI-0614,Labelmakers Group Pty Ltd,0,HF558 (20L),$336.00,27
PRI-0615,Labelmakers Group Pty Ltd,0,HF628 (20L),$120.00,27
PRI-0616,Labelmakers Group Pty Ltd,0,HF845 (20L),$160.00,27
PRI-0617,Labelmakers Group Pty Ltd,0,Softener Salt per bag,$15.20,27
PRI-0618,Labelmakers Group Pty Ltd - VIP,0,HF 133 (20L),$256.00,27
PRI-0619,Labelmakers Group Pty Ltd - VIP,0,HF 558 (20L),$336.00,27
PRI-0620,Labelmakers Group Pty Ltd - VIP,0,HF 628 (20L),$120.00,27
PRI-0621,Leneva Park,,HF 195 IBC,"$1,000.00",27
PRI-0622,Lineage Logistics - Hume Road (AB Oxford Col,0,"1/2"" Solenoid Valve",$350.00,27
PRI-0623,Lineage Logistics - Hume Road (AB Oxford Col,0,Conductivity Controller,"$2,800.00",27
PRI-0624,Lineage Logistics - Hume Road (AB Oxford Col,0,Squeeze tubes,$57.00,27
PRI-0625,LMA (TMA Group),0,HF 133 (20L),$208.00,27
PRI-0626,LMA (TMA Group),0,HF 530 (20L),$156.00,27
PRI-0627,Lochert Bros Pty Ltd,,HC 2445 (200L),"$1,776.00",27
PRI-0628,Lochert Bros Pty Ltd,,HC 2448 (15L),$72.00,27
PRI-0629,Lochert Bros Pty Ltd,,HC 2448 (L),$4.80,27
PRI-0630,Lochert Bros Pty Ltd,,HF 845 per L,$8.10,28
PRI-0631,Lochert Bros Pty Ltd,,HF 865 per L,$2.35,28
PRI-0632,Lochert Bros Pty Ltd,,Profoam -25L,$129.59,28
PRI-0633,Loral Ipsum,0,HF 510 15L,$160.00,28
PRI-0634,Loral Ipsum,0,HF 558 15L,$409.35,28
PRI-0635,Loral Ipsum,0,HF 558 20L,$545.72,28
PRI-0636,Loris H Hassall Trading,5607,HF860 (CAUSTIC IBC),"$1,218.00",28
PRI-0637,LRT/VRT Refrigerated Transport,,HF 144 (15L),$165.00,28
PRI-0638,LRT/VRT Refrigerated Transport,,HF 144 (L),$11.00,28
PRI-0639,LRT/VRT Refrigerated Transport,,HF 320S (15L),$121.50,28
PRI-0640,LRT/VRT Refrigerated Transport,,HF 320S (L),$8.10,28
PRI-0641,LRT/VRT Refrigerated Transport,,HF 532 (20L),$133.00,28
PRI-0642,LRT/VRT Refrigerated Transport,,HF 532 (L),$6.65,28
PRI-0643,LRT/VRT Refrigerated Transport,,HF 558 (10L),$160.50,28
PRI-0644,LRT/VRT Refrigerated Transport,,HF 558 (L),$16.05,28
PRI-0645,LRT/VRT Refrigerated Transport,0,HF 133 (20L),$165.00,28
PRI-0646,LRT/VRT Refrigerated Transport,0,HF 198 (15L),$89.70,28
PRI-0647,LRT/VRT Refrigerated Transport,0,HF 198 (L) - CTS,$6.88,28
PRI-0648,LRT/VRT Refrigerated Transport,0,HF 312 (15L),$121.50,28
PRI-0649,LRT/VRT Refrigerated Transport,0,HF143 (15L),$153.00,28
PRI-0650,Mackay Australia (Ex Consolidated Industries P,,HF 133 (20L) - Fr Jun-20 - JH (to check),$256.00,28
PRI-0651,Mackay Australia (Ex Consolidated Industries P,,HF 230 (20L) - Fr Mar-26,$0.00,28
PRI-0652,Mackay Australia (Ex Consolidated Industries P,,HF 720 (15L) - Fr Mar-26,$71.00,28
PRI-0653,Mackay Australia (Ex Consolidated Industries P,,HF 830 (15L) - Fr Mar-26,$132.00,28
PRI-0654,Made Group,,HF 307 (15L) - CT,$111.00,29
PRI-0655,Made Group,,HF 845FG (15L) Updated 05.26,$148.50,29
PRI-0656,Made Group,,HF 410 (15L) - Steam Generator - NA,$87.75,29
PRI-0657,Made Group,,HF 415 (15L) - Fr Feb-20,$148.00,29
PRI-0658,Made Group,0,40” carbon cartridges (each),$77.00,29
PRI-0659,Made Group,0,HF 133 (L),$6.60,29
PRI-0660,Made Group,0,HF 133 (15lt),$99.00,29
PRI-0661,Made Group,0,HF 195 (10L),$45.00,29
PRI-0662,Made Group,0,HF 195 (15L),$67.50,29
PRI-0663,Made Group,0,HF 198 (10L),$58.67,29
PRI-0664,Made Group,0,HF 198 (15L) - CT,$88.00,29
PRI-0665,Made Group,0,HF 295 (15L) - Steam Generator,$78.00,29
PRI-0666,Made Group,0,HF 307 (10L),$52.00,29
PRI-0667,Made Group,0,HF 410 (20L) - Steam Generator - NA,$117.00,29
PRI-0668,Made Group,0,HF 530 (20L) - Steam Generator,$116.00,29
PRI-0669,Made Group,0,HF 740 (10L),$21.00,29
PRI-0670,Made Group,0,HF 740 (L) - TW,$2.55,29
PRI-0671,Made Group,0,HF 828 15L,$188.52,29
PRI-0672,Made Group,0,HF 852 (15L),$192.00,29
PRI-0673,Made Group,0,HF 860 (L) - TW,$2.42,29
PRI-0674,Made Group,0,Softener Salt - 48 x 25kg bags - Steam Gen,"$1,236.00",29
PRI-0675,Made Group,0,Softener Salt 15kg bags,$25.00,29
PRI-0676,Made Group,0,Softener Salt 80 x 15KG bags = Pallet,"$1,500.00",29
PRI-0677,Maroondah Council - Aquahub,0,HF 133 (15L),$205.00,29
PRI-0678,Maroondah Council - Aquahub,0,HF 510 (15L),$175.00,29
PRI-0679,Maroondah Council - Aquanation,0,HF 133 (15L) - CLS,$205.00,29
PRI-0680,Maroondah Council - Aquanation,0,HF 558 (15L) - CLS,$312.00,29
PRI-0681,Masalki Orchards and Coolstores - Verney Roa,,HF 198 (15L),$78.00,30
PRI-0682,Masalki Orchards and Coolstores - Verney Roa,,HF 320 (15L),$96.00,30
PRI-0683,Masalki Orchards and Coolstores - Verney Roa,,HF 320 (20L),$128.00,30
PRI-0684,Masalki Orchards and Coolstores - Verney Roa,,HF 322 (15L),$96.00,30
PRI-0685,Masalki Orchards and Coolstores - Verney Roa,,HF 322 (20L),$138.00,30
PRI-0686,Masalki Orchards and Coolstores - Verney Roa,,HF 322 (per L),$6.90,30
PRI-0687,Masalki Pty Ltd - Midland Highway,0,HF 133 (15L),$122.25,30
PRI-0688,Masalki Pty Ltd - Midland Highway,0,HF 133 (20L),$163.00,30
PRI-0689,Masalki Pty Ltd - Midland Highway,0,HF 143 (15L),$162.90,30
PRI-0690,Masalki Pty Ltd - Midland Highway,0,HF 198 (15L),$78.00,30
PRI-0691,Masalki Pty Ltd - Midland Highway,0,HF 322 (15L),$96.00,30
PRI-0692,Master Butcher Limited,,HC-2482 (IBC),"$3,680.00",30
PRI-0693,Mattina Fresh Pty Ltd,0,HF 144 (15L) Non-billable as of 1/8/23,$0.00,30
PRI-0694,Med-X,0,HF 740 15L,$56.40,30
PRI-0695,Med-X,0,HF 740 20L,$75.29,30
PRI-0696,Med-X,0,HF 845 15L,$145.00,30
PRI-0697,Med-X,0,HF 860 15L,$63.00,30
PRI-0698,Merbein Mushrooms,,HF 133 (15L),$153.00,30
PRI-0699,Merbein Mushrooms,0,HF 320 (15L),$153.00,30
PRI-0700,Mewstone Wines,0,HF 245 15L,$165.00,31
PRI-0701,Mewstone Wines,0,HF 740 (20L),$44.00,31
PRI-0702,Mick Drum - Cash Only,0,HF1544 (15L),$80.00,31
PRI-0703,Mildura Meat Co. Pty Ltd (Cedar Meats),,HF 307 (L),$5.02,31
PRI-0704,Mildura Meat Co. Pty Ltd (Cedar Meats),0,HF 133 (L),$5.97,31
PRI-0705,Mildura Meat Co. Pty Ltd (Cedar Meats),0,HF 198 (L),$5.88,31
PRI-0706,Mildura Meat Co. Pty Ltd (Cedar Meats),0,HF 312 15L,$96.75,31
PRI-0707,Mildura Meat Co. Pty Ltd (Cedar Meats),0,HF 322 (L),$6.45,31
PRI-0708,Mildura Meat Co. Pty Ltd (Cedar Meats),0,HF 558 (15L),$270.00,31
PRI-0709,Mildura Meat Co. Pty Ltd (Cedar Meats),0,HF 730 (L),$2.99,31
PRI-0710,Mirvac - 80 Ann St,0,HF510 (15L),$420.00,31
PRI-0711,Mirvac - 80 Ann St,0,HF558 (15L),$510.00,31
PRI-0712,Mirvac - Collins Place Complex (45 Collins Stree,,HF 510 (L) - ONLY IF EXCESS WATER L,$15.00,31
PRI-0713,Mirvac - Collins Place Complex (45 Collins Stree,0,HF 558 (20L) - ONLY IF EXCESS WATER,$532.00,31
PRI-0714,Moffatt Fresh Produce,,HC 2410 (25L),$68.75,31
PRI-0715,Moffatt Fresh Produce,0,HC 2470 (25 L),$74.50,31
PRI-0716,Moka Foods,,HF 198 (15L),$145.00,32
PRI-0717,Moka Foods,,HF 230 (15L),$295.00,32
PRI-0718,Moka Foods,,HF 285 (25kg) (old price),$56.00,32
PRI-0719,Moka Foods,,HF 295 (20L) (old price),$129.34,32
PRI-0720,Moka Foods,,HF 305 (15L),$135.00,32
PRI-0721,Moka Foods,,HF 410 (15L),$185.00,32
PRI-0722,Moka Foods,,HF 410 (20L) (old price),$218.00,32
PRI-0723,Moka Foods,,HF 845 (15L),$180.00,32
PRI-0724,Moka Foods,,Softener salt (old price),$15.20,32
PRI-0725,Monbeef Cooma,,HF 1550 (KG),$9.88,32
PRI-0726,Monbeef Cooma,0,BACTECH - 362 25KG,"$2,800.00",32
PRI-0727,Monbeef Cooma,0,HF 1537 (KG),$10.15,32
PRI-0728,Monbeef Cooma,0,HF 3092 (IBC),"$3,850.00",32
PRI-0729,Monbeef Cooma,0,HF 720 (IBC),"$2,450.00",32
PRI-0730,Monbeef Cooma,0,HF 805P (20KG BAG),$37.50,32
PRI-0731,Moo Brew - Bridgewater,,Geobag (dewatering bags) (per bag) - Fr A,$180.00,32
PRI-0732,Moo Brew - Bridgewater,,HF 1544 (15L),$59.55,32
PRI-0733,Moo Brew - Bridgewater,,HF 3901 (Per Packet of 250g) - Fr Oct-19,$31.00,32
PRI-0734,Moo Brew - Bridgewater,,HF 740 (20L),$56.00,32
PRI-0735,Moo Brew - Bridgewater,,HF 860 (15L),$42.75,32
PRI-0736,Moo Brew - Bridgewater,,HF740 (L),$2.80,32
PRI-0737,Moo Brew - Bridgewater,,HF860 (L),$2.85,32
PRI-0738,Moo Brew - Bridgewater,,Softener Salt (per bag),$15.05,32
PRI-0739,Moo Brew - Bridgewater,0,HF295 (20L),$98.00,32
PRI-0740,Moo Brew - Bridgewater,0,HF410 (15L),$109.50,32
PRI-0741,Moo Brew - Bridgewater,0,HF410 (20L),$146.00,32
PRI-0742,Moo Brew - Bridgewater,0,Water meter 20mm (ea),$385.00,32
PRI-0743,Mountain Culture Beer - Moonah,0,Carbon Cartridge (Per),$105.00,33
PRI-0744,Mountain Culture Beer - Moonah,0,Filter Cartidge (Per),$33.00,33
PRI-0745,Mountain Culture Beer - Moonah,0,HF845C (15L),$183.00,33
PRI-0746,Mountain Culture Beer - Moonah,0,HF860(15L),$33.00,33
PRI-0747,Mr Hendersonwater P/L,,HF 133 (200L),$800.00,33
PRI-0748,Mr Hendersonwater P/L,0,HF 307 (200L),$800.00,33
PRI-0749,MSM Milling Pty Ltd,0,HF 320 QT (15L),$205.00,33
PRI-0750,MSM Milling Pty Ltd,0,HF133 (15L),$138.00,33
PRI-0751,MSM Milling Pty Ltd,0,HF198 (15L),$141.00,33
PRI-0752,MSM Milling Pty Ltd,0,HF230 (200L),"$2,080.00",33
PRI-0753,MSM Milling Pty Ltd,0,HF295 (200L),"$1,210.00",33
PRI-0754,MSM Milling Pty Ltd,0,HF307Q (15L),$147.00,33
PRI-0755,MSM Milling Pty Ltd,0,HF322 (15L),$205.00,33
PRI-0756,MSM Milling Pty Ltd,0,HF410 (200L),"$1,860.00",33
PRI-0757,MSM Milling Pty Ltd,0,HF828 (200L),"$1,910.00",33
PRI-0758,MSM Milling Pty Ltd,0,HF845C (15L),$164.00,33
PRI-0759,MSM Milling Pty Ltd,0,HF845C (20L),$198.00,33
PRI-0760,Multi-Colour Corporation (Previously Pemara L,0,HF 133 (20 L),$208.00,33
PRI-0761,Multi-Colour Corporation (Previously Pemara L,0,HF 532 (20 L),$156.00,33
PRI-0762,National Gallery of Victoria (NGV),,HC 2571 (15L),$99.00,33
PRI-0763,National Gallery of Victoria (NGV),,HC 2571 (20L) (20L every 4 months),$132.00,33
PRI-0764,National Gallery of Victoria (NGV),,HF 195 (110L) (Updated 05.26),$205.70,33
PRI-0765,National Gallery of Victoria (NGV),,HF 195 (15L) (Updated 05.26),$28.05,33
PRI-0766,National Gallery of Victoria (NGV),,HF 610 per litre - NA fr Jul-19,$3.45,34
PRI-0767,National Gallery of Victoria (NGV),,HF 740 (15Lt) (Updated 05.26),$21.30,34
PRI-0768,National Gallery of Victoria (NGV),,HF 740 per ltr (Updated 05.26),$1.42,34
PRI-0769,National Gallery of Victoria (NGV),,HF 860 per litre,$1.40,34
PRI-0770,National Gallery of Victoria (NGV),,Soda Ash per kg in pallet lots - NA fr Jul-19,$0.75,34
PRI-0771,National Gallery of Victoria (NGV),,Sulphamic acid 25kg (Updated 05.26),$314.17,34
PRI-0772,National Gallery of Victoria (NGV),o,HF 246 (L) (Updated 05.26),$18.62,34
PRI-0773,National Laser Group (Braeside),0,HF133 (20L),$132.00,34
PRI-0774,National Laser Group (Braeside),0,HF558 (20L),$420.00,34
PRI-0775,National Laser Group (Braeside),0,HF563 (20L),$98.00,34
PRI-0776,NCI Packaging Pty Ltd - Glendenning,0,HF 133 (20L),$190.00,34
PRI-0777,NCI Packaging Pty Ltd - Glendenning,0,HF 532 (20L),$128.00,34
PRI-0778,NCI Packaging Pty Ltd - Glendenning,0,HF 558 (15L),$280.00,34
PRI-0779,NCI Packaging Pty Ltd - Glendenning,0,HF 572 (20 L),$160.00,34
PRI-0780,NCI Packaging Pty Ltd - Glendenning,0,HF 628 (20L),$118.00,34
PRI-0781,NCI Packaging Pty Ltd - Preston,0,Additional Service Visit,$120.00,34
PRI-0782,NCI Packaging Pty Ltd - Preston,0,HF 133 (1L),$9.50,34
PRI-0783,NCI Packaging Pty Ltd - Preston,0,HF 165 (20L),$212.00,34
PRI-0784,NCI Packaging Pty Ltd - Preston,0,HF 530 (20L),$195.00,34
PRI-0785,NCI Packaging Pty Ltd - Preston,0,HF 535 (20L),$236.00,34
PRI-0786,NCI Packaging Pty Ltd - Preston,0,HF 558 (20L),$281.00,34
PRI-0787,NCI Packaging Pty Ltd - Preston,0,HF 628 (20L),$118.00,34
PRI-0788,NCI Packaging Pty Ltd - Preston,0,HF532 (20L),$128.00,34
PRI-0789,NCI Packaging Pty Ltd - Tullamarine,0,HF510 (15L),$240.00,34
PRI-0790,NKS Fresh,,HF 730 (15L),$74.25,35
PRI-0791,Noumi Limited (aka Freedom Foods),0,HF 1550E (IBC),"$8,682.00",35
PRI-0792,Noumi Limited (aka Freedom Foods),0,HF 860 (IBC),"$1,150.00",35
PRI-0793,Noumi Limited (aka Freedom Foods),0,HF720 (IBC),"$1,480.00",35
PRI-0794,Noumi Limited (aka Freedom Foods),0,HF730 Citric Acid (20L),$0.00,35
PRI-0795,NRG Services Group - Toowoomba Hospital,0,HF 133,$0.00,35
PRI-0796,NRG Services Group - Toowoomba Hospital,0,HF 510,$0.00,35
PRI-0797,Nufarm Ltd - Pipe Road,,Citric Acid (25Kg) - Fr Feb-20,$45.00,35
PRI-0798,Nufarm Ltd - Pipe Road,,HF 115 (15L),$223.50,35
PRI-0799,Nufarm Ltd - Pipe Road,,HF 115 (20L) - From Sep-19,$298.00,35
PRI-0800,Nufarm Ltd - Pipe Road,,HF 230 (20L),$182.00,35
PRI-0801,Nufarm Ltd - Pipe Road,,HF 410 (15L),$117.00,35
PRI-0802,Nufarm Ltd - Pipe Road,0,Barium Chloride 10% 250ml / each,$29.00,35
PRI-0803,Nufarm Ltd - Pipe Road,0,Boiler Phosphate Kit / each,$238.00,35
PRI-0804,Nufarm Ltd - Pipe Road,0,Chlorine Probe Cap Replacement & Calibra,$320.00,35
PRI-0805,Nufarm Ltd - Pipe Road,0,HF 133D (L) N/C,$7.90,35
PRI-0806,Nufarm Ltd - Pipe Road,0,HF 167 (L) N/C,$6.48,35
PRI-0807,Nufarm Ltd - Pipe Road,0,HF 195 (L) N/C,$1.88,35
PRI-0808,Nufarm Ltd - Pipe Road,0,HF 510 (L) - Charge,$7.20,35
PRI-0809,Nufarm Ltd - Pipe Road,0,HF 730 (Citric Acid) 1000L,"$2,847.31",35
PRI-0810,Nufarm Ltd - Pipe Road,0,HF 740 (L) N/C,$2.80,35
PRI-0811,Nufarm Ltd - Pipe Road,0,HF 755 (15 L),$64.00,35
PRI-0812,Nufarm Ltd - Pipe Road,0,HF 840 (L),$7.85,35
PRI-0813,Nufarm Ltd - Pipe Road,0,Phenolphthalein 0.5% 250ml / each,$61.00,35
PRI-0814,Nufarm Ltd - Pipe Road,0,Phosphate ampoules refill (box of 30) / eac,$104.00,35
PRI-0815,Nufarm Ltd - Pipe Road,0,Sulphuric Acid N/50 500mls,$42.00,35
PRI-0816,Obela Fresh Dips and Spreads Pty Ltd,0,Softener Salt 15Kg,$9.20,36
PRI-0817,Obela Fresh Dips and Spreads Pty Ltd,533082,HF 1570 - DAF - Flocculant (25Kg),$255.00,36
PRI-0818,Obela Fresh Dips and Spreads Pty Ltd,533082,HF 1588 - DAF - Coagulant (200L),$850.00,36
PRI-0819,Obela Fresh Dips and Spreads Pty Ltd,533082,HF 720 - DAF - Acid (200L),$440.00,36
PRI-0820,Obela Fresh Dips and Spreads Pty Ltd,533082,HF 720 - DAF - Acid (L),$2.20,36
PRI-0821,Obela Fresh Dips and Spreads Pty Ltd,533082,HF 865 - DAF - Caustic (200L),$530.00,36
PRI-0822,Olam Food Ingredients,0,HF 195 (15L),$30.90,36
PRI-0823,Olam Food Ingredients,0,HF 3092 (20L),$85.00,36
PRI-0824,Olam Food Ingredients,0,HF 410 (15L) (7.50 p/l),$112.50,36
PRI-0825,Olam Food Ingredients,0,HF 415 (15L) ($12.33 p/l),$185.00,36
PRI-0826,Olam Food Ingredients,0,HF 828 (15L) (9.20 p/l),$138.00,36
PRI-0827,Olam Food Ingredients,0,HF 845FG (15L) ($14.00 p/l),$210.00,36
PRI-0828,Olam Food Ingredients,0,Soft'er Salt (Pallet lots only/half pallet $474.,$474.95,36
PRI-0829,One Wallace Avenue Apartments - 1 Wallace Av,0,HF 338 10L,$284.12,36
PRI-0830,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 133 (20L),$256.00,36
PRI-0831,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 198 (15L),$132.00,36
PRI-0832,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 245 (20L),$148.00,36
PRI-0833,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 368 (20L),$464.00,36
PRI-0834,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 510 (15L),$121.50,36
PRI-0835,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 558 (20L),$364.00,36
PRI-0836,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 622 (200L),$780.00,36
PRI-0837,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 720 (20L),$192.00,36
PRI-0838,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 740 (200L),$196.00,36
PRI-0839,Opus Griffin Press (formally PMP Print Pty Ltd,0,HF 860 (15L),$48.40,36
PRI-0840,Opus Griffin Press (formally PMP Print Pty Ltd,0,pH probes,$645.00,36
PRI-0841,Orica Specialty Emulsifiers,,HF 139 (15L),$375.00,37
PRI-0842,Orica Specialty Emulsifiers,,HF 530 (15L),$155.00,37
PRI-0843,Orica Specialty Emulsifiers,,HF 530 (20L),$206.66,37
PRI-0844,Orica Specialty Emulsifiers,,HF 558 (20L) - NA from Nov-19,$398.00,37
PRI-0845,Orica Specialty Emulsifiers,,ORP probe (WA OP - 1.5MBNC),$285.93,37
PRI-0846,Pacific Meat Sales Pty Ltd,0,HF740 (L),$3.89,37
PRI-0847,Pacific Meat Sales Pty Ltd,0,One Off service - Pre-treatment Passivation,$880.00,37
PRI-0848,Pavillion Farms,0,HF 382 15Lt ($8.20 p/l),$123.00,37
PRI-0849,Pavillion Farms,0,HF 559 200L ($21.00 p/l),"$4,200.00",37
PRI-0850,Penske Australia - Edinburgh (ex-MTU Detroit,,HF 315 (15L),$108.00,37
PRI-0851,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 133 (15L),$192.00,37
PRI-0852,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 198 (15L),$94.50,37
PRI-0853,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 305 (15L),$108.00,37
PRI-0854,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 305 (20L),$144.00,37
PRI-0855,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 307 (20L),$144.00,37
PRI-0856,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 315 (L),$7.20,37
PRI-0857,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 320 15L (as per PP),$182.00,37
PRI-0858,Penske Australia - Edinburgh (ex-MTU Detroit,0,HF 740 (20L),$52.00,37
PRI-0859,Penske Australia - Edinburgh (ex-MTU Detroit,0,TDS CABLE (TT),$174.12,37
PRI-0860,Penske Australia - Hazelmere,0,HF 1543 (1000L),"$1,275.00",37
PRI-0861,Plasma Strike Ag Solutions,0,Softener Salt (80 x 15kg Bags),$976.00,37
PRI-0862,P'Petual Holdings,0,HF 195 IBC,$760.00,38
PRI-0863,P'Petual Holdings,0,HF 720 15L,$44.25,38
PRI-0864,P'Petual Holdings,0,HF 730 IBC,"$4,050.00",38
PRI-0865,P'Petual Holdings,0,HF 865 IBC,"$1,650.00",38
PRI-0866,P'Petual Holdings,0,IBC rental charge - Refundable on return,$260.00,38
PRI-0867,PPG Industries,0,HF 245 (per Kg) only Handling units & spra,$9.80,38
PRI-0868,PPG Industries,377448-Line 2,HF 133 (per Kg) only Handling units & spra,$9.55,38
PRI-0869,PPG Industries,377448-Line 9,HF 195 (per Kg) only spray booths,$3.95,38
PRI-0870,PPG Industries,389040-Line 2,HF 133 (20L) only for Weathering Room,$191.00,38
PRI-0871,PPG Industries,PO 383718,HF 137 (15 L),$272.00,38
PRI-0872,PPG Industries,PO 383718,HF 149 (per Kg) only Handling units & spra,$11.85,38
PRI-0873,PPG Industries Australia Pty Ltd - Weathering,0,HF 133 (20 L),$191.00,38
PRI-0874,Probiotec Pharma,,Additional Microbio Test inc Site Visit,$95.00,38
PRI-0875,Probiotec Pharma,,HF 133 (15L),$220.50,38
PRI-0876,Probiotec Pharma,,HF 740 (110L),$320.00,38
PRI-0877,Probiotec Pharma,,HF 740 (20L),$46.00,38
PRI-0878,Probiotec Pharma,,HF 860 (15L),$51.50,38
PRI-0879,Probiotec Pharma,0,HF 133 (20L),$262.00,38
PRI-0880,Probiotec Pharma,0,HF 165 (1L),$8.40,38
PRI-0881,Probiotec Pharma,0,HF 195 (15L),$52.28,38
PRI-0882,Probiotec Pharma,,HF 845 (15L),$292.00,39
PRI-0883,Probiotec Pharma,,HF 860 (L),$2.18,39
PRI-0884,Probiotec Pharma,,HF510 (15L),$190.00,39
PRI-0885,Probiotec Pharma,,HF845 (15L),$292.00,39
PRI-0886,Programmed Industrial Maintenance - Boeing A,0,Hardness Test,$60.00,39
PRI-0887,Programmed Industrial Maintenance - Boeing A,0,HF510 (L),$15.12,39
PRI-0888,Programmed Industrial Maintenance - Boeing A,0,HF840 (L),$10.00,39
PRI-0889,Programmed Industrial Maintenance - Boeing A,0,Potassium Permanganate - Reagent 21B,$40.00,39
PRI-0890,Programmed Industrial Maintenance - Boeing A,0,Softener salt (15kg),$8.10,39
PRI-0891,Programmed Industrial Maintenance - Boeing A,0,Softener Salt per pallet,$389.00,39
PRI-0892,Programmed Industrial Maintenance - Boeing A,0,Sulphuric Acid - 500mls,$40.00,39
PRI-0893,Programmed Industrial Maintenance - Boeing A,0,Turbidex Media (MMF 25kg per bag),$80.00,39
PRI-0894,Programmed Industrial Maintenance - Boeing A,0,Turbidex Media System Control Head Spar,$243.00,39
PRI-0895,Pulsoni Orchards Pty Ltd,0,HF 195 (L) for Fruit Wash System,$2.80,39
PRI-0896,Pulsoni Orchards Pty Ltd,0,HF 730 (L) for Fruit Wash System,$4.92,39
PRI-0897,Puratos,0,HF 510 15L,$320.49,39
PRI-0898,Pure Foods Eggs,0,HF195 (15L),$31.50,39
PRI-0899,Qualia Wines,0,HF 133 (15L),$127.50,39
PRI-0900,Qualia Wines,0,HF 133 (L),$8.50,39
PRI-0901,Qualia Wines,0,HF 143 (15L),$153.00,39
PRI-0902,Qualia Wines,0,HF 198 (15L),$103.20,39
PRI-0903,Qualia Wines,0,HF 198 (L),$6.88,39
PRI-0904,R Radford & Sons Pty Ltd,,HF 320 (L),$7.95,40
PRI-0905,R Radford & Sons Pty Ltd,,HF 410 (15 L),$108.75,40
PRI-0906,R Radford & Sons Pty Ltd,,HF 410 (L),$7.25,40
PRI-0907,R Radford & Sons Pty Ltd,,HF 532 (15 L),$142.50,40
PRI-0908,R Radford & Sons Pty Ltd,,HF 532 (L),$9.50,40
PRI-0909,R Radford & Sons Pty Ltd,,HF 740 (20 L),$63.00,40
PRI-0910,R Radford & Sons Pty Ltd,,HF 740 (L),$3.15,40
PRI-0911,R Radford & Sons Pty Ltd,,HF 845 (15 L),$175.00,40
PRI-0912,R Radford & Sons Pty Ltd,,HF 845 (L),$11.66,40
PRI-0913,R Radford & Sons Pty Ltd,,HF510 (15L),$280.00,40
PRI-0914,Rapid Pacific Roll Covering Pty Ltd,0,Boiler Deposit Analysis,$180.00,40
PRI-0915,Rapid Pacific Roll Covering Pty Ltd,0,Chemical injector,$260.00,40
PRI-0916,Rapid Pacific Roll Covering Pty Ltd,0,HF 230 (20L),$198.00,40
PRI-0917,Rapid Pacific Roll Covering Pty Ltd,0,HF 248 (20L),$184.00,40
PRI-0918,Rapid Pacific Roll Covering Pty Ltd,0,HF 828 (20L),$220.00,40
PRI-0919,Rapid Pacific Roll Covering Pty Ltd,0,HF 830 (15L),$153.00,40
PRI-0920,Rapid Pacific Roll Covering Pty Ltd,0,HF 840 (20L),$128.00,40
PRI-0921,Rapid Pacific Roll Covering Pty Ltd,0,HF 842 (20L),$156.00,40
PRI-0922,Rapid Pacific Roll Covering Pty Ltd,0,HF 852 (20L),$171.00,40
PRI-0923,Rapid Pacific Roll Covering Pty Ltd,0,Softener Salt (48 bags per pallet) per bag,$15.20,40
PRI-0924,REDARC Electronics,50220,HF 510 15L,$95.25,40
PRI-0925,Reeve Bulk Food Transport Pty Ltd,0,Gloss Wash,"$2,320.00",40
